rowname	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50
GSM4602251	0.41030406405590136	0.1408622300396999	0.2551975792924227	0.05110061073887509	0.27460183355798107	-0.039408357966487784	0.4403947988760249	0.05834971015224641	0.11918437259609513	0.2776383111310703	0.274683534237878	0.062051397887484455	0.05357755786196022	0.0894987675735097	0.24263141334978536	-0.05708223631155121	0.010377929013280829	0.6396662865214751	0.559278075430317	0.20360414705487045	0.0994112087038691	-0.06647860680654497	0.35525576644362294	0.2308134302697338	0.28986678664997345	0.272302087993975	0.0901478066544152	0.37427680962195015	0.0717548007803743	0.06607377708215131	0.33784217853880794	0.009542676636670203	0.07581026792162701	0.14287401161396496	0.05594049128153053	0.33912100670992984	0.2258106452584676	0.14376829156470772	0.013324211461339969	0.22543832920476442	0.1265275594594807	0.09321051235386144	0.11196695043497149	0.07452976113930691	0.026043610740252715	0.33129947678914323	-0.07758429305608638	0.2428177591552302	-0.026950598245697566	0.3194731185940279
GSM4602252	-0.2271644867013463	-0.06874508965959648	-0.14466191296592745	0.0994454465132823	0.0933016784412179	0.12245004620011449	0.06949050753420023	0.2276954918111925	0.31112436469102367	0.06956815704440511	0.2248075090961716	0.1433151359134366	-0.11521542514583907	-0.02855335327366529	0.3072862432379048	-0.12237828449146158	0.4848379946122319	-0.0803229754482607	0.18846849441403213	-0.09954926444826284	0.033155588190584395	0.02415874811293639	0.261989032508145	0.21051653706613982	0.13716414856703807	0.29136528823805613	0.4306253808641591	0.5161144454699262	0.12440268028949591	0.021576985102156	-0.1412850019056512	-0.01676219240898974	0.30275781892777287	0.41095152951067243	0.079047196765368	0.07985554219880264	0.03924053875446801	-0.013833614707271097	0.04872525355706006	0.12520745085219626	0.12686404945392937	0.02009420939503881	0.044813047499637576	-0.008865690814427035	0.07017393466560634	0.27110836841851677	-0.012860758748578088	0.1509428966878345	-0.14431871733827206	0.3133478669996013
GSM4602253	-0.43332784707597805	-0.2002294556363272	-0.2592498130412984	-0.026341391645105877	-0.12551998897546493	-0.25436973134872914	-0.12082349668670844	-0.0581523545940755	0.0951044075375935	-0.11144797294732123	-0.19223936783817128	-0.1989599879102742	-0.22226693954228843	-0.15910734237268714	0.01858801644246516	-0.21611743753336043	0.02059550980392441	0.0731237162758197	-0.03324287014328167	-0.22351635961094785	-0.07667582385439908	-0.09378428327007188	0.040817833643008505	0.024412888377746494	-0.24644038711255362	0.019196227314153297	0.12302277753042251	0.16675942483089873	0.09855556859783246	-0.21223695441708712	-0.06654409598843536	-0.15963387058951317	-0.05753082432034498	-0.07313004689541305	-0.1628281725171186	-0.2535964680867957	-0.24618610124214524	-0.15417890642979995	0.006138617808473856	-0.26334010185983053	0.09254659627568665	-0.049836942402855244	-0.15029154597801503	-0.05943162545172884	-0.039058602175010476	0.025576086583231655	0.11673460714262342	0.06194984988134736	-0.07527584693699302	0.07781503567080623
GSM4602254	0.07193716666205344	-0.07635385108057324	0.1232492558815246	-0.1716260144168053	-0.2914295716820792	-0.11276442916079665	-0.14760006386586494	-0.2188700642828426	-0.20422418558122446	-0.02812557994714071	-0.23150551949370743	-0.07627075397507982	-0.06304061186989085	0.023407192255570752	-0.29782652706543644	-0.02772043639111417	-0.3311881678456129	0.3092592809435851	0.15025109273260853	-0.05113618187393812	0.3435305125827661	-0.10855359943203102	-0.1442073130497323	-0.28133313176262387	-0.021323231160723682	-0.23939322270639357	-0.16226869696492388	-0.4259218903147988	-0.16372952004451546	0.16252452481594915	-0.08535153414477098	-0.06818938213767134	-0.18365829759653202	-0.1585658069695894	-0.12786078937310125	-0.03989068935066126	-0.05793816214338662	-0.11201025976190074	-0.1869525689569689	-0.04544903504723799	-0.16280182160203382	-0.1670476020769931	-0.1069938385055644	-0.01010523173206529	-0.35243414654476357	-0.06131918534672687	0.16083152452772265	-0.04722025480302135	0.20354252254420238	0.10723992481746224
GSM4602255	0.4712560437431742	0.04965890126558731	-0.17608918602626775	0.11953667756924542	-0.22283443861299373	-0.017360337008123977	0.2345560582380421	-0.15982833572275656	0.0374664673081164	0.1530631726978255	-0.1374885191058457	-0.15551576048404822	-0.12156692591396598	-0.1576972213002725	-0.031955761549252754	-0.10854661855184794	0.14444661082414936	0.47348532159508233	0.3144090563801012	-0.016515789082616	-0.13747121531695888	0.21789895876990872	0.12818635390645378	0.15111409087694705	-0.0918187314926375	0.03437414003372949	0.054360620353591765	-0.04214506958197048	-0.08862007885689041	-0.021737053109202487	0.21901476757119337	-0.11782895028825505	-0.06711054540078597	-0.2482374427553112	-0.03402981039622807	-0.1842464830960716	-5.977200557060747e-4	0.041415973213547314	0.11513883549602767	0.006364349840724204	-0.04443280174039871	-0.02485348717774774	0.027011378295104777	0.14415723278050502	-0.19512886751554986	0.04041718756701129	0.24254570668163397	0.05642935435415743	-0.07800324509231499	-0.0699698026342836
GSM4602256	-0.03393429145320778	0.14698379682684193	-0.10344957708499117	0.3590646473487291	-0.07784428788795095	0.35698234025649467	0.08461508791126639	0.16946507711091807	0.47475117666978106	0.2341962549301406	0.015199465077540303	0.14650767660798641	-0.1853337033163986	-0.0206180013919689	0.3618923038215609	-0.30335678975343633	0.36039105197868704	0.3766112327361152	0.33221523294935046	-0.06698180832755442	-0.2568145948544007	-0.2468061417529498	0.2603199806307901	0.294934592386236	0.3619464325482388	0.3515568004867196	0.470826988671891	0.5925206378178839	0.42695854417235546	-0.2813219144010129	-0.20046733554443977	-0.02033335958276669	0.3165753667985655	0.39943119145076755	0.10544049819974802	0.3832989709232708	0.10338622562541461	0.08724379259776224	0.024589695393867433	-0.15320939596672212	0.1900046930826493	-0.1667182636653574	0.15491611004144268	-0.19162812131886314	0.04324334263085344	0.3241624091955919	0.021341140114212676	0.03199733776383473	-0.3128738120471144	0.2609466870754743
GSM4602257	-0.40683453304516226	-0.14975286266135895	-0.13391326607379692	-0.02788557951408216	-0.18100213386831027	-0.16151256357327348	-0.3759563342367938	0.032547953018107145	0.1493843780126695	-0.13891594533882093	0.06007532953358735	-0.03302347808145492	-0.07683321564703585	-0.09758122307890515	0.0010023302553023306	-0.12577387423144765	-0.10860507770318895	-0.28998751368173575	-0.3095933875770529	-0.10918550638763988	-0.12739317969097502	0.0644511479900825	-0.22305014914777202	-0.01560085258267982	0.11588441097635854	-0.15742512675086653	0.09119336082896451	0.2557904417649745	0.028874239236488602	-0.0480872167390384	-0.3172435814304157	-0.07376807366689864	0.10835267745044044	0.05019931419861784	-0.11481786921613754	-0.10717424552794258	-0.1557032069808699	-0.1782670959516714	0.0037134213153082463	-0.09383935909814997	-0.0028321526881474046	-0.12207752429533066	-0.1531645786023137	-0.020739676333219353	-0.09687539321697214	-0.21333901818542234	0.2141265735146388	-0.23050717421830763	0.0449928734536643	0.29442149100280485
GSM4602258	0.08981604660883022	0.03856936070978012	-0.12335250049801502	-0.03549885824538404	-0.21091388676937856	0.3026656689092613	0.10734617209502137	-0.10338063083559462	-0.14969370633006707	0.0693181404501862	0.06790103112658205	0.0612040230598728	8.679362615673925e-5	-0.009825195323136804	0.19107582204319754	-0.055419350420647856	0.0492513918314777	0.44721540599129184	0.4004691580651191	0.09063459770782042	0.10557184251696797	-0.13839677912407145	0.08862647441423795	0.03761033042602355	0.04414719179477297	0.039969250688174834	-0.18192979431769257	0.22609457138093358	-0.03308781769683092	-0.15710645234440074	0.03471398106184928	-0.12116458718030182	-0.08473836877466717	0.019504347566893204	-0.048536129242541054	0.33407789797326193	0.04024056452704386	0.016724738275610718	-0.02602045090270766	-0.23362229983277852	0.1097940463559671	-0.0010721113571803276	0.0930401352193036	-0.07126943265347316	-0.06956468026425308	0.17269625613060136	-0.12300917394093476	0.022251323022597358	-0.09802263718994804	0.2656828152924876
GSM4602259	-0.2524047442431339	0.007668619467945337	0.11206482377060129	-0.048043760614744	-0.17910013086310383	-0.1697936697123237	0.07509065384754379	0.253246894955589	-0.2751310160170807	-0.07366558250114459	-0.07048029294626917	0.0425883044558214	0.06330089891690152	-0.021587817484524208	0.11561557691977338	0.033147391393305164	0.13998042781519804	0.11312340878899141	-0.18471936148781495	-0.02537873150126721	0.018960317429261908	0.013815201666516091	-0.20947203352573615	0.0361380782824845	-5.27144148000952e-4	-0.06455192403589972	-0.2669857903194092	0.0579345510114775	0.001803579928089355	-0.03380201197857893	-0.18512345663919616	-0.06388218308230971	-0.04873198729650892	0.10561145471550387	-0.0118934137940519	0.2786782370751914	0.053156617334337686	0.014177096018711338	-0.006154025994354273	-0.25137858785670775	0.05187358060903485	-0.13457941250297228	-0.17773789984412297	0.024236463600449926	0.034707535912909065	-0.1995649353819332	-0.08363334595336813	-0.2322869671555301	-0.026368664220058652	0.16138140816389954
GSM4602260	-0.20081741976199208	-0.09311214095060232	-0.08784748045734633	-0.11267520152519248	-0.20319901741451193	-0.0967159969237752	-0.2644005189176155	0.05719078592259455	0.1308192964147203	-0.03366912466122615	-0.06040561825113652	0.10508942004571746	-0.18198272974970145	-0.15157187187555454	0.20697125478829348	-0.2466752907670158	0.33155981625017483	0.18065372040000496	0.006688139900095674	-0.3270580745175497	-0.3210163690834211	-0.06335764926468024	-0.23663535854865145	0.10578864151879395	-0.21202462868979277	0.0684109744754808	0.16869032049866967	0.3809074247787468	-0.02229282618162831	-0.11525616713331041	-0.33940107302249	-0.04354618938991367	0.28414497719176146	0.39308047515201877	-0.037041667087617774	-0.06047559459644303	-0.1036531172804783	-0.05350410150591553	0.10841473895350333	-0.17308047351561204	0.02637180540385317	-0.2864463028334677	-0.2517164137262148	0.06783948960912256	0.3311535643414936	-0.3724737705076207	0.12970137581655733	-0.19763081315178252	-0.12832657625398503	-0.10706865046670047
GSM4602261	-0.34357786366431875	0.014440949125779312	0.07110960926405001	0.034016290611591476	-0.2751149579626879	-0.09741232233295519	0.006955223494508306	0.10739680430017283	0.22222528849535705	-0.013926205327773528	0.08434961828993007	0.051778593123770894	-0.0393307943033331	0.0050982001877917515	0.0681539017585491	-0.14076802195875457	0.08187184851664453	-0.04763091895341845	0.061923177491520376	-0.3149647506880256	-0.04638521785067973	-0.37514245437545335	0.013276891647832523	0.12590773978473235	-0.03837272496734623	0.16176483605132053	0.3021902205426142	0.4340008359617891	0.11479591482441237	-0.1712551090545062	-0.21197887808242682	-0.15625695902480807	0.10500767596728075	0.29971903736627437	0.0876171021635824	0.0037175980358323812	-0.14295901856542426	0.008443950379017878	-0.008445596927239063	-0.3260980541009718	-0.004610328176204659	-0.26345755327763626	-0.11153312714279066	-0.10824827395971089	0.024725411750092796	-0.06091764028404939	-0.020038322407908787	-0.1020324952701049	-0.0951582479935058	0.042169880098096885
GSM4602262	-0.3710661691967353	-0.0833487396860969	0.04943791301558684	7.596781415165621e-4	0.05349793884838175	-0.33252928067656096	-0.20295388254717522	0.11674463825869744	0.0731146377677154	-0.12339732672611875	0.18894416671643297	0.01830869464200105	-0.1696349243757057	-0.1174639301447108	-0.30056913501815663	-0.08277704362280908	-0.26482271531490686	-0.6113253961095639	-0.4852829007495784	-0.003081685964411912	0.13210225441137965	-0.059656767548599665	-0.1721411387971326	-0.2124943876978634	0.036450322577332744	-0.09807964992383988	0.08315983626219933	0.06476350253691443	0.1391686972603098	0.10006992270988846	-0.3047675222735417	0.04910594253618569	-0.016087870046106484	0.030862658801525777	0.019180285965043065	0.09917173887955139	-0.06004548886274391	-0.17644346835628624	-0.05584344463872401	-0.07251739625969483	-0.02653405534007272	-0.07488825352715398	-0.10410004824221819	-0.050169253445818685	0.07093967536615364	0.06752353765144464	0.18099797815565738	-0.10351418945511032	0.03783329215908894	0.12191981185174626
GSM4602263	0.3247546409955795	0.18656926032377796	0.031237298270229225	0.19804532213075798	-0.025120532111936933	0.08113769660217188	0.2664374510451537	0.1721325941985197	0.3351826282885822	0.256815704439888	0.18051456015492334	0.042303141438096714	-0.03930823550104265	0.04872823585832753	0.17324323706347108	-0.14101332719121773	0.31303915115911723	0.5863715902629267	0.5262684695491006	0.059496755232172904	-0.06588097055455597	-0.21609657643197885	0.3344594282609584	0.21173664035018303	0.2810749727318041	0.33407803708471717	0.21283771651990058	0.43112955163359196	0.21571102657167657	-0.037446373424941254	0.2763246931121576	0.08814710128000483	0.16310581082344605	0.36952005564587004	0.10820559879688932	0.35436520411153305	0.050875037950798174	0.15030122189228043	-0.09762561963774799	0.29384820502710707	0.1698218770526854	-0.08933001709599436	0.2534548726413649	-0.19239439117901302	-0.04967146432344094	0.2981207830721018	-0.12325890824204098	0.2914570264230345	-0.08031927007457484	0.07881149493606107
GSM4602264	-0.2801527926195586	-0.07805612941957055	-0.0789072675826937	0.2180351284120419	0.07957502204707778	0.11876979565546378	-0.21548172770312723	0.1169459577676969	0.1751969935309985	-0.06244842736771747	-0.06191978169355733	0.08414533004757546	0.002488734257357017	-0.017393130352147762	0.37817670221398403	-0.0701217869388184	0.40539157579115415	-0.029066260614308947	-0.08583716221846673	-0.054398530917972115	-0.21257184401283258	-0.030147757088572563	-0.06179963149088161	0.15708188830457787	0.052663661716349036	0.29737264678373465	0.02125554053502865	0.4582868519647079	0.29664157526926416	-0.27009881201074004	-0.2965310422044036	0.047464761907150266	0.20778584245047238	0.3583539103271345	0.020265299873305664	0.3399996568702079	0.06268621305401997	0.09654560313921848	0.0780011188615679	-0.29176385761666457	0.27190643735522674	-0.053817526763523416	-0.12867072692065196	-0.193835426796297	0.16514914557286103	-0.20821716624396927	-0.15407928521588327	-0.11953497669777731	-0.2108622803426894	-0.20753849322071838
GSM4602265	0.4460114332991767	-0.08980977937149343	-0.15355783959103061	-0.10713962921038164	0.01565465998322141	-0.08045802721790307	0.3634176276301304	0.03690837946904632	0.05432273794475187	0.12302730493415848	-0.27096328653491486	-0.1859575296387614	-0.2534332950422732	-0.15949465996847678	-0.17640877557418244	-0.059655463643205425	-0.25175214352665465	0.4993381762590417	0.4809764255717045	-0.0926123094337942	-0.020802431462813548	-0.3238510333343662	0.2605527443158665	-0.20493691565006816	-0.056777392894144824	0.038379323998007864	0.09248592163418057	-0.23318415300448683	0.01947245540238518	0.23103380741039592	0.4665372428425318	-0.12392669317471532	-0.0715055244973502	-0.14026438531213348	-0.1265549742193094	-0.2941199901702304	-0.07067621073546188	-0.0020925488152349903	-0.20959623547585993	-0.026967634121145334	-0.20194758221733	0.12065971552815273	-0.002375360880740751	-0.03568462984726925	-0.18063253160875828	0.36519223490878733	0.12595730539573602	0.241922637309589	-0.026989706424164248	0.15711506724667657
GSM4602266	-0.17991502577278695	-0.21589201591886775	-0.3718991676460882	-0.2945543421608868	0.15208574681358772	-0.5200697274642745	-0.1427155247730803	-0.0392823116650472	-0.10683518189045615	-0.17862827647077634	-0.22234691477037669	-0.19949237987625368	-0.19575133859431565	-0.15650392948869768	-0.5518274383333429	0.02395628563864516	-0.5021343368259514	-0.5698457232197912	-0.4531747674935937	-0.11873105793938922	-0.013105025389425734	-0.21290528278972157	-0.10485330427565068	-0.3113683257868109	-0.420912301477197	-0.31646850467506105	0.0639817912676946	-0.4843721233463386	-0.1758223466942739	0.09662005344710625	0.09370482237276434	-0.06886359268632691	-0.12077792207263591	-0.10083869411097612	-0.1991891544249096	-0.19297645179319609	-0.14486569490454576	-0.07659027042951644	-0.4282719409090375	0.17428631421672286	-0.20445922620598578	0.09218452688635251	-0.09081932517637525	0.05305464568104068	-0.16837675845071	0.15552673989989704	0.09438761203656429	0.051527450581835915	0.1128751241338621	0.39255443168152065
GSM4602267	-0.16672546495253018	-0.0494967912541813	0.1183921788131494	-0.1723812418337435	-0.15346781570352386	-0.013087651391805927	-0.08285670842174313	-0.06315718020841346	-0.028494507456348767	-0.049329107798279065	0.09668322423115094	-0.009535217373760868	0.01546439751744011	0.1366105651411761	0.2528292015049456	-0.022570657341262207	-0.11917547642061505	0.44935679396440453	0.10351125028258251	-0.03420235009620834	-0.1389497090575722	-0.05807814887979221	-0.29005224450565903	-0.038654485391190097	-0.008751335254652604	-0.10701948660062632	-0.2110932819457499	0.032802431877959226	0.15609065425510843	-0.026575293615450912	-0.12982316439010633	-0.0868300933534539	-0.026895726549021115	-0.06656473374383265	-0.026021035773120066	-0.19835677426167553	-0.04141697311446821	-0.11613730661929562	0.1726294290999899	-0.36876951468114066	-0.07123322083249121	-0.032935378200149676	-0.15956461680900982	-0.08246921570118063	-0.020086270620338714	-0.2618895581489466	-0.10029367166450015	-0.20143155413693986	0.19195529972971348	0.16033509071387375
GSM4602268	-0.28405251584770036	-0.05778547457636403	-0.1757878437097545	-0.04355091215610973	-0.259952494164389	-0.03143182429466171	-0.23956388079305058	0.0512167498987382	0.06644465484328727	-0.1309597516552749	-0.10125573064541424	-0.02935070702938944	-0.0929003382102486	-0.07728053371564764	0.32826093036193965	-0.13114013882252618	0.15219422602043173	0.3298060906320966	0.06043846059976263	-0.27580947542422607	-0.2526677991554661	-0.11375527188495599	-0.16367143794004468	-0.07522962644435388	-0.1271974876851083	0.14411506604116378	-0.0021926949304802434	0.3666031517659976	-0.08050961322787073	-0.16424695131632264	-0.3122077057269611	-0.09154682754616149	0.09854525108199089	0.19361094675387105	-0.057693883329116014	0.005669065849230881	-0.1623378887266575	-0.22317315933636195	0.03663647631783361	-0.16188929838018956	-0.0081552296153368509	-0.13574798500162305	-0.13360723507671263	0.05592169540045186	0.015788576829523504	-0.3571175323737891	0.04957426347168982	-0.02244425978319098	0.05426702592500095	0.22388196649195832
